typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20190101","2019","1","201901","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","236473.02","false","8","kg","236473.02","false","236473.02","false","0","false","843987.25","797589.53","843987.25","0","false","true",
"C","M","20190201","2019","2","201902","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","187448.14","false","8","kg","187448.14","false","187448.14","false","0","false","875273.09","829527.65","875273.09","0","false","true",
"C","M","20190301","2019","3","201903","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","384323.51","false","8","kg","384323.51","false","384323.51","false","0","false","1265551.46","1194163.56","1265551.46","0","false","true",
"C","M","20190401","2019","4","201904","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","190149.91","false","8","kg","190149.91","false","190149.91","false","0","false","852698.67","816050.14","852698.67","0","false","true",
"C","M","20190501","2019","5","201905","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","381928.84","false","8","kg","381928.84","false","381928.84","false","0","false","1158411.61","1101221.53","1158411.61","0","false","true",
"C","M","20190601","2019","6","201906","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","233112.84","false","8","kg","233112.84","false","233112.84","false","0","false","887576.03","842311.6","887576.03","0","false","true",
"C","M","20190701","2019","7","201907","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","337212.33","false","8","kg","337212.33","false","337212.33","false","0","false","1516803.02","1446333.35","1516803.02","0","false","true",
"C","M","20190801","2019","8","201908","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","358540.12","false","8","kg","358540.12","false","358540.12","false","0","false","1109643.42","1048634.83","1109643.42","0","false","true",
"C","M","20190901","2019","9","201909","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","163371.39","false","8","kg","163371.39","false","163371.39","false","0","false","570637.71","543297.45","570637.71","0","false","true",
"C","M","20191001","2019","10","201910","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","481863.43","false","8","kg","481863.43","false","481863.43","false","0","false","1598735.53","1525420.46","1598735.53","0","false","true",
"C","M","20191101","2019","11","201911","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","422560.37","false","8","kg","422560.37","false","422560.37","false","0","false","1224668.03","1154902.66","1224668.03","0","false","true",
"C","M","20191201","2019","12","201912","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","328764.44","false","8","kg","328764.44","false","328764.44","false","0","false","1094075.14","1045357.01","1094075.14","0","false","true",
