typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20210101","2021","1","202101","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","179117.1","false","8","kg","179117.1","false","179117.1","false","0","false","890759.19","0","890759.19","0","false","true",
"C","M","20210201","2021","2","202102","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","372985.31","false","8","kg","372985.31","false","372985.31","false","0","false","1306887.12","0","1306887.12","0","false","true",
"C","M","20210301","2021","3","202103","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","109799.62","false","8","kg","109799.62","false","109799.62","false","0","false","621693","0","621693","0","false","true",
"C","M","20210401","2021","4","202104","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","185627.92","false","8","kg","185627.92","false","185627.92","false","0","false","859151.08","0","859151.08","0","false","true",
"C","M","20210501","2021","5","202105","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","265767.26","false","8","kg","265767.26","false","265767.26","false","0","false","1174095","0","1174095","0","false","true",
"C","M","20210601","2021","6","202106","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","388816.97","false","8","kg","388816.97","false","388816.97","false","0","false","1345193.49","0","1345193.49","0","false","true",
"C","M","20210701","2021","7","202107","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","200575.73","false","8","kg","200575.73","false","200575.73","false","0","false","974396.99","0","974396.99","0","false","true",
"C","M","20210801","2021","8","202108","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","204196.8","false","8","kg","204196.8","false","204196.8","false","0","false","813816.03","0","813816.03","0","false","true",
"C","M","20210901","2021","9","202109","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","524726.38","false","8","kg","524726.38","false","524726.38","false","0","false","1703303.04","0","1703303.04","0","false","true",
"C","M","20211001","2021","10","202110","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","332658.14","false","8","kg","332658.14","false","332658.14","false","0","false","1829718.41","0","1829718.41","0","false","true",
"C","M","20211101","2021","11","202111","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","183980.21","false","8","kg","183980.21","false","183980.21","false","0","false","881254.4","0","881254.4","0","false","true",
"C","M","20211201","2021","12","202112","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","248940.57","false","8","kg","248940.57","false","248940.57","false","0","false","1149964.79","0","1149964.79","0","false","true",
