"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","PartnerCode","PartnerISO3","PartnerName","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","012","DZA","Algeria","180631","000","WLD","World",2017,"Gross Exports",154.41864
"H4","024","AGO","Angola","180631","000","WLD","World",2017,"Gross Exports",0.45878
"H4","031","AZE","Azerbaijan","180631","000","WLD","World",2017,"Gross Exports",30.76071
"H4","032","ARG","Argentina","180631","000","WLD","World",2017,"Gross Exports",790.42319
"H4","036","AUS","Australia","180631","000","WLD","World",2017,"Gross Exports",41526.5050103092
"H4","040","AUT","Austria","180631","000","WLD","World",2017,"Gross Exports",153645.583109718
"H4","048","BHR","Bahrain","180631","000","WLD","World",2017,"Gross Exports",120.60883993
"H4","051","ARM","Armenia","180631","000","WLD","World",2017,"Gross Exports",271.55124
"H4","056","BEL","Belgium","180631","000","WLD","World",2017,"Gross Exports",116081.292287167
"H4","068","BOL","Bolivia","180631","000","WLD","World",2017,"Gross Exports",98.68634
"H4","070","BIH","Bosnia Herzg","180631","000","WLD","World",2017,"Gross Exports",62.10973
"H4","072","BWA","Botswana","180631","000","WLD","World",2017,"Gross Exports",0.009810991015
"H4","076","BRA","Brazil","180631","000","WLD","World",2017,"Gross Exports",8112.801
"H4","097","EUN","European Union","180631","000","WLD","World",2017,"Gross Exports",759383.288803
"H4","100","BGR","Bulgaria","180631","000","WLD","World",2017,"Gross Exports",31762.890880164
"H4","112","BLR","Belarus","180631","000","WLD","World",2017,"Gross Exports",19186.3
"H4","120","CMR","Cameroon","180631","000","WLD","World",2017,"Gross Exports",1607.761335
"H4","124","CAN","Canada","180631","000","WLD","World",2017,"Gross Exports",214608.09273941
"H4","144","LKA","Sri Lanka","180631","000","WLD","World",2017,"Gross Exports",4.15948018733
"H4","152","CHL","Chile","180631","000","WLD","World",2017,"Gross Exports",1423.60245883628
"H4","156","CHN","China","180631","000","WLD","World",2017,"Gross Exports",65486.149
"H4","170","COL","Colombia","180631","000","WLD","World",2017,"Gross Exports",4287.3468
"H4","178","COG","Congo","180631","000","WLD","World",2017,"Gross Exports",12.9204143448
"H4","188","CRI","Costa Rica","180631","000","WLD","World",2017,"Gross Exports",1310.89772521886
"H4","191","HRV","Croatia","180631","000","WLD","World",2017,"Gross Exports",47651.511
"H4","196","CYP","Cyprus","180631","000","WLD","World",2017,"Gross Exports",2.441241
"H4","203","CZE","Czech Rep","180631","000","WLD","World",2017,"Gross Exports",48068.868
"H4","208","DNK","Denmark","180631","000","WLD","World",2017,"Gross Exports",34160.359093
"H4","214","DOM","Dominican Rp","180631","000","WLD","World",2017,"Gross Exports",96.4863948
"H4","218","ECU","Ecuador","180631","000","WLD","World",2017,"Gross Exports",1250.52075
"H4","222","SLV","El Salvador","180631","000","WLD","World",2017,"Gross Exports",34.38793
"H4","233","EST","Estonia","180631","000","WLD","World",2017,"Gross Exports",1837.49024438088
"H4","246","FIN","Finland","180631","000","WLD","World",2017,"Gross Exports",7032.224012436
"H4","251","FRA","France+Monac","180631","000","WLD","World",2017,"Gross Exports",105987.879905391
"H4","258","PYF","Fr.Polynesia","180631","000","WLD","World",2017,"Gross Exports",39.92400256208
"H4","268","GEO","Georgia","180631","000","WLD","World",2017,"Gross Exports",309.96218
"H4","275","PSE","Occ.Pal.Terr","180631","000","WLD","World",2017,"Gross Exports",5171.27329677193
"H4","276","DEU","Germany","180631","000","WLD","World",2017,"Gross Exports",1159229.765805
"H4","288","GHA","Ghana","180631","000","WLD","World",2017,"Gross Exports",994.74556352854
"H4","300","GRC","Greece","180631","000","WLD","World",2017,"Gross Exports",3685.395099672
"H4","320","GTM","Guatemala","180631","000","WLD","World",2017,"Gross Exports",103.727
"H4","340","HND","Honduras","180631","000","WLD","World",2017,"Gross Exports",0.2
"H4","344","HKG","Hong Kong","180631","000","WLD","World",2017,"Gross Exports",18878.9219897388
"H4","348","HUN","Hungary","180631","000","WLD","World",2017,"Gross Exports",45130.989
"H4","352","ISL","Iceland","180631","000","WLD","World",2017,"Gross Exports",540.21485216988
"H4","360","IDN","Indonesia","180631","000","WLD","World",2017,"Gross Exports",2258.01629
"H4","364","IRN","Iran-Islam.R","180631","000","WLD","World",2017,"Gross Exports",812.617
"H4","372","IRL","Ireland","180631","000","WLD","World",2017,"Gross Exports",27510.119365953
"H4","376","ISR","Israel","180631","000","WLD","World",2017,"Gross Exports",709
"H4","380","ITA","Italy","180631","000","WLD","World",2017,"Gross Exports",147003.695138
"H4","384","CIV","Cote Divoire","180631","000","WLD","World",2017,"Gross Exports",12.80654229204
"H4","388","JAM","Jamaica","180631","000","WLD","World",2017,"Gross Exports",4.2592
"H4","392","JPN","Japan","180631","000","WLD","World",2017,"Gross Exports",21456.19585305
"H4","398","KAZ","Kazakhstan","180631","000","WLD","World",2017,"Gross Exports",2331.21778
"H4","400","JOR","Jordan","180631","000","WLD","World",2017,"Gross Exports",776.657909577
"H4","404","KEN","Kenya","180631","000","WLD","World",2017,"Gross Exports",78.1716984905363
"H4","410","KOR","Korea Rep.","180631","000","WLD","World",2017,"Gross Exports",6101.382
"H4","414","KWT","Kuwait","180631","000","WLD","World",2017,"Gross Exports",676.87349048592
"H4","417","KGZ","Kyrgyzstan","180631","000","WLD","World",2017,"Gross Exports",0.005
"H4","422","LBN","Lebanon","180631","000","WLD","World",2017,"Gross Exports",16508.273703
"H4","426","LSO","Lesotho","180631","000","WLD","World",2017,"Gross Exports",4.46582
"H4","428","LVA","Latvia","180631","000","WLD","World",2017,"Gross Exports",5463.645672
"H4","440","LTU","Lithuania","180631","000","WLD","World",2017,"Gross Exports",42037.542
"H4","442","LUX","Luxemberg","180631","000","WLD","World",2017,"Gross Exports",1958.406848
"H4","450","MDG","Madagascar","180631","000","WLD","World",2017,"Gross Exports",15.925178
"H4","458","MYS","Malaysia","180631","000","WLD","World",2017,"Gross Exports",42515.1121755731
"H4","470","MLT","Malta","180631","000","WLD","World",2017,"Gross Exports",0.453220364
"H4","480","MUS","Mauritius","180631","000","WLD","World",2017,"Gross Exports",43.58965479157
"H4","484","MEX","Mexico","180631","000","WLD","World",2017,"Gross Exports",9441.467
"H4","490","OAS","Asia Othr.ns","180631","000","WLD","World",2017,"Gross Exports",2538.99922
"H4","496","MNG","Mongolia","180631","000","WLD","World",2017,"Gross Exports",4.52275
"H4","498","MDA","Rep.Moldova","180631","000","WLD","World",2017,"Gross Exports",244.993
"H4","504","MAR","Morocco","180631","000","WLD","World",2017,"Gross Exports",47.782112019
"H4","508","MOZ","Mozambique","180631","000","WLD","World",2017,"Gross Exports",0.18797
"H4","512","OMN","Oman","180631","000","WLD","World",2017,"Gross Exports",1306.26516202
"H4","516","NAM","Namibia","180631","000","WLD","World",2017,"Gross Exports",3.4462595040728
"H4","528","NLD","Netherlands","180631","000","WLD","World",2017,"Gross Exports",799637.255949847
"H4","554","NZL","New Zealand","180631","000","WLD","World",2017,"Gross Exports",21531.2942930048
"H4","558","NIC","Nicaragua","180631","000","WLD","World",2017,"Gross Exports",7.15397
"H4","579","NOR","Norway,Sb,JM","180631","000","WLD","World",2017,"Gross Exports",926.423077197
"H4","591","PAN","Panama","180631","000","WLD","World",2017,"Gross Exports",11809.154
"H4","600","PRY","Paraguay","180631","000","WLD","World",2017,"Gross Exports",5.239
"H4","604","PER","Peru","180631","000","WLD","World",2017,"Gross Exports",409.74117
"H4","608","PHL","Philippines","180631","000","WLD","World",2017,"Gross Exports",164.789
"H4","616","POL","Poland","180631","000","WLD","World",2017,"Gross Exports",122957.407
"H4","620","PRT","Portugal","180631","000","WLD","World",2017,"Gross Exports",4472.28183352034
"H4","642","ROM","Romania","180631","000","WLD","World",2017,"Gross Exports",15865.47304
"H4","643","RUS","Russian Fed","180631","000","WLD","World",2017,"Gross Exports",129004.20303
"H4","682","SAU","Saudi Arabia","180631","000","WLD","World",2017,"Gross Exports",1753.71054983949
"H4","686","SEN","Senegal","180631","000","WLD","World",2017,"Gross Exports",116.850262
"H4","688","SER","Yugoslavia","180631","000","WLD","World",2017,"Gross Exports",9027.575
"H4","699","IND","India","180631","000","WLD","World",2017,"Gross Exports",8766.51955691604
"H4","702","SGP","Singapore","180631","000","WLD","World",2017,"Gross Exports",41753.75177
"H4","703","SVK","Slovakia","180631","000","WLD","World",2017,"Gross Exports",35305.002992
"H4","704","VNM","Viet Nam","180631","000","WLD","World",2017,"Gross Exports",341.5249
"H4","705","SVN","Slovenia","180631","000","WLD","World",2017,"Gross Exports",2341.59474
"H4","710","ZAF","South Africa","180631","000","WLD","World",2017,"Gross Exports",18551.966875399
"H4","716","ZWE","Zimbabwe","180631","000","WLD","World",2017,"Gross Exports",237.02307
"H4","724","ESP","Spain","180631","000","WLD","World",2017,"Gross Exports",70936.016749
"H4","748","SWZ","Swaziland","180631","000","WLD","World",2017,"Gross Exports",0.19299011055
"H4","752","SWE","Sweden","180631","000","WLD","World",2017,"Gross Exports",61453.92832245
"H4","757","CHE","Switz.Liecht","180631","000","WLD","World",2017,"Gross Exports",36695.9807672835
"H4","764","THA","Thailand","180631","000","WLD","World",2017,"Gross Exports",244.5001
"H4","768","TGO","Togo","180631","000","WLD","World",2017,"Gross Exports",32.5562576392207
"H4","780","TTO","Trinidad Tbg","180631","000","WLD","World",2017,"Gross Exports",14008.765248244
"H4","784","ARE","Untd Arab Em","180631","000","WLD","World",2017,"Gross Exports",63456.664556
"H4","788","TUN","Tunisia","180631","000","WLD","World",2017,"Gross Exports",5656.8743852196
"H4","792","TUR","Turkey","180631","000","WLD","World",2017,"Gross Exports",86197.802
"H4","800","UGA","Uganda","180631","000","WLD","World",2017,"Gross Exports",149.55729
"H4","804","UKR","Ukraine","180631","000","WLD","World",2017,"Gross Exports",14864.70238
"H4","807","MKD","TFYR Macedna","180631","000","WLD","World",2017,"Gross Exports",77.70303
"H4","818","EGY","Egypt","180631","000","WLD","World",2017,"Gross Exports",41842.3336800042
"H4","826","GBR","Untd.Kingdom","180631","000","WLD","World",2017,"Gross Exports",112207.550262386
"H4","834","TZA","Tanzania","180631","000","WLD","World",2017,"Gross Exports",3.99108
"H4","842","USA","USA,PR,USVI","180631","000","WLD","World",2017,"Gross Exports",202397.677
"H4","860","UZB","Uzbekistan","180631","000","WLD","World",2017,"Gross Exports",165.937
