"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","PartnerCode","PartnerISO3","PartnerName","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","012","DZA","Algeria","180632","000","WLD","World",2015,"Gross Exports",4.255
"H4","032","ARG","Argentina","180632","000","WLD","World",2015,"Gross Exports",7700.61568
"H4","036","AUS","Australia","180632","000","WLD","World",2015,"Gross Exports",15663.222
"H4","040","AUT","Austria","180632","000","WLD","World",2015,"Gross Exports",183870.091195521
"H4","048","BHR","Bahrain","180632","000","WLD","World",2015,"Gross Exports",4.197865288
"H4","051","ARM","Armenia","180632","000","WLD","World",2015,"Gross Exports",130.629
"H4","056","BEL","Belgium","180632","000","WLD","World",2015,"Gross Exports",262353.014473637
"H4","068","BOL","Bolivia","180632","000","WLD","World",2015,"Gross Exports",52.85952
"H4","070","BIH","Bosnia Herzg","180632","000","WLD","World",2015,"Gross Exports",4135.438
"H4","072","BWA","Botswana","180632","000","WLD","World",2015,"Gross Exports",0.00746979525
"H4","076","BRA","Brazil","180632","000","WLD","World",2015,"Gross Exports",21624.234
"H4","096","BRN","Brunei Darsm","180632","000","WLD","World",2015,"Gross Exports",0.219
"H4","097","EUN","European Union","180632","000","WLD","World",2015,"Gross Exports",595486.986497
"H4","100","BGR","Bulgaria","180632","000","WLD","World",2015,"Gross Exports",44791.205
"H4","112","BLR","Belarus","180632","000","WLD","World",2015,"Gross Exports",6561.8
"H4","120","CMR","Cameroon","180632","000","WLD","World",2015,"Gross Exports",1201.993
"H4","124","CAN","Canada","180632","000","WLD","World",2015,"Gross Exports",212197.178754334
"H4","144","LKA","Sri Lanka","180632","000","WLD","World",2015,"Gross Exports",0.322
"H4","152","CHL","Chile","180632","000","WLD","World",2015,"Gross Exports",4187.3768
"H4","156","CHN","China","180632","000","WLD","World",2015,"Gross Exports",22156.295
"H4","170","COL","Colombia","180632","000","WLD","World",2015,"Gross Exports",8259.271
"H4","178","COG","Congo","180632","000","WLD","World",2015,"Gross Exports",4.25640714352
"H4","188","CRI","Costa Rica","180632","000","WLD","World",2015,"Gross Exports",2016.277
"H4","191","HRV","Croatia","180632","000","WLD","World",2015,"Gross Exports",50913.465
"H4","196","CYP","Cyprus","180632","000","WLD","World",2015,"Gross Exports",227.21162
"H4","203","CZE","Czech Rep","180632","000","WLD","World",2015,"Gross Exports",51099.36
"H4","204","BEN","Benin","180632","000","WLD","World",2015,"Gross Exports",26.03005162024
"H4","208","DNK","Denmark","180632","000","WLD","World",2015,"Gross Exports",22029.524
"H4","214","DOM","Dominican Rp","180632","000","WLD","World",2015,"Gross Exports",1540.19763050735
"H4","218","ECU","Ecuador","180632","000","WLD","World",2015,"Gross Exports",1622.14
"H4","222","SLV","El Salvador","180632","000","WLD","World",2015,"Gross Exports",1556.46224
